season,celebrity_name,week,total_judge_score,num_judges,results,parsed_elim_week,last_active_week,true_elimination_week,is_eliminated,judge_percentage,score_rate,week_rank,celebrity_industry,celebrity_age_during_season,celebrity_homestate,celebrity_homecountry/region,ballroom_partner,placement,final_est_share,std_dev,ci_width_95,base_popularity,perf_share,vote_cv,vote_count_est
7,Brooke Burke,3,28.0,3,1st Place,999,10,999,0,0.1407035175879397,0.9333333333333332,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1,,,,,,,
7,Warren Sapp,3,25.0,3,2nd Place,999,10,999,0,0.1256281407035175,0.8333333333333334,2.0,Athlete,35,Florida,United States,Kym Johnson,2,,,,,,,
7,Maurice Greene,3,24.0,3,Eliminated Week 8,8,8,8,0,0.1206030150753768,0.8,3.0,Athlete,34,Kansas,United States,Cheryl Burke,5,,,,,,,
7,Lance Bass,3,22.0,3,3rd Place,999,10,999,0,0.1105527638190954,0.7333333333333333,4.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3,,,,,,,
7,Toni Braxton,3,22.0,3,Eliminated Week 5,5,5,5,0,0.1105527638190954,0.7333333333333333,4.0,Singer/Rapper,40,Maryland,United States,Alec Mazo,8,,,,,,,
7,Cody Linley,3,21.0,3,Eliminated Week 9,9,9,9,0,0.1055276381909547,0.7,6.0,Actor/Actress,18,Texas,United States,Julianne Hough,4,,,,,,,
7,Susan Lucci,3,21.0,3,Eliminated Week 7,7,7,7,0,0.1055276381909547,0.7,6.0,Actor/Actress,61,New York,United States,Tony Dovolani,6,,,,,,,
7,Rocco DiSpirito,3,20.0,3,Eliminated Week 4,4,4,4,0,0.100502512562814,0.6666666666666666,8.0,TV Personality,41,New York,United States,Karina Smirnoff,9,,,,,,,
7,Cloris Leachman,3,16.0,3,Eliminated Week 6,6,6,6,0,0.0804020100502512,0.5333333333333333,9.0,Actor/Actress,82,Iowa,United States,Corky Ballas,7,,,,,,,
7,Brooke Burke,4,26.0,3,1st Place,999,10,999,0,0.1280788177339901,0.8666666666666667,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1,0.2641566312437891,0.0619137743204238,0.2413982210963498,0.2961860175741697,0.1280788177339901,0.23438281306398034,3698193
7,Lance Bass,4,26.0,3,3rd Place,999,10,999,0,0.1280788177339901,0.8666666666666667,1.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3,0.171287097961707,0.0532172076021334,0.2053997435123134,0.1805932874847795,0.1280788177339901,0.3106901117212615,2398019
7,Susan Lucci,4,24.0,3,Eliminated Week 7,7,7,7,0,0.1182266009852216,0.8,3.0,Actor/Actress,61,New York,United States,Tony Dovolani,6,0.0503646579770641,0.0305145429647631,0.1154639767656382,0.0328663257554287,0.1182266009852216,0.6058721371375007,705105
7,Cody Linley,4,23.0,3,Eliminated Week 9,9,9,9,0,0.1133004926108374,0.7666666666666667,4.0,Actor/Actress,18,Texas,United States,Julianne Hough,4,0.1204870564490936,0.0457160627615924,0.1767158685332314,0.1204564192449501,0.1133004926108374,0.3794271692653366,1686819
7,Cloris Leachman,4,22.0,3,Eliminated Week 6,6,6,6,0,0.1083743842364532,0.7333333333333333,5.0,Actor/Actress,82,Iowa,United States,Corky Ballas,7,0.0557088734886965,0.0317148383311817,0.1208620392946976,0.0416534556621271,0.1083743842364532,0.5692959908373796,779924
7,Toni Braxton,4,22.0,3,Eliminated Week 5,5,5,5,0,0.1083743842364532,0.7333333333333333,5.0,Singer/Rapper,40,Maryland,United States,Alec Mazo,8,0.0295407906868444,0.0230045100895879,0.0865171492440088,0.0064392111698116,0.1083743842364532,0.7787371141637265,413571
7,Warren Sapp,4,22.0,3,2nd Place,999,10,999,0,0.1083743842364532,0.7333333333333333,5.0,Athlete,35,Florida,United States,Kym Johnson,2,0.2200563924849372,0.0582734173766695,0.2271661126214991,0.2469967070998746,0.1083743842364532,0.26481129095424166,3080789
7,Maurice Greene,4,20.0,3,Eliminated Week 8,8,8,8,0,0.0985221674876847,0.6666666666666666,8.0,Athlete,34,Kansas,United States,Cheryl Burke,5,0.0717844938036895,0.035842114474836,0.1363505997632123,0.0632549284455941,0.0985221674876847,0.49930162595914035,1004983
7,Rocco DiSpirito,4,18.0,3,Eliminated Week 4,4,4,4,1,0.0886699507389162,0.6,9.0,TV Personality,41,New York,United States,Karina Smirnoff,9,0.0166140059041755,0.0113519351408786,0.0417735087960707,0.0115536475632642,0.0886699507389162,0.6832750154510048,232596
7,Brooke Burke,5,29.0,3,1st Place,999,10,999,0,0.1487179487179487,0.9666666666666668,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1,0.2697411502306358,0.0620276175786196,0.242513557934279,0.2996480454847212,0.1487179487179487,0.22995237295304907,3776376
7,Cody Linley,5,28.0,3,Eliminated Week 9,9,9,9,0,0.1435897435897435,0.9333333333333332,2.0,Actor/Actress,18,Texas,United States,Julianne Hough,4,0.1255432677169851,0.0463948394430138,0.1792609645877121,0.121864397544691,0.1435897435897435,0.36955258761945475,1757606
7,Maurice Greene,5,27.0,3,Eliminated Week 8,8,8,8,0,0.1384615384615384,0.9,3.0,Athlete,34,Kansas,United States,Cheryl Burke,5,0.0783898034441339,0.0376865855672356,0.1442013887246888,0.0639942959874928,0.1384615384615384,0.4807587710574337,1097457
7,Warren Sapp,5,25.0,3,2nd Place,999,10,999,0,0.1282051282051282,0.8333333333333334,4.0,Athlete,35,Florida,United States,Kym Johnson,2,0.2258164609733367,0.0586526878052682,0.2285117767758769,0.2498837761816551,0.1282051282051282,0.25973610405750547,3161430
7,Susan Lucci,5,22.0,3,Eliminated Week 7,7,7,7,0,0.1128205128205128,0.7333333333333333,5.0,Actor/Actress,61,New York,United States,Tony Dovolani,6,0.0554702241042419,0.0296959467022986,0.1136270674190488,0.0332504902005112,0.1128205128205128,0.5353493190597675,776583
7,Toni Braxton,5,22.0,3,Eliminated Week 5,5,5,5,1,0.1128205128205128,0.7333333333333333,5.0,Singer/Rapper,40,Maryland,United States,Alec Mazo,8,0.0159079506597343,0.0116043608721218,0.0436243968863514,0.0065144771427782,0.1128205128205128,0.7294692522208024,222711
7,Cloris Leachman,5,21.0,3,Eliminated Week 6,6,6,6,0,0.1076923076923077,0.7,7.0,Actor/Actress,82,Iowa,United States,Corky Ballas,7,0.0621416737095341,0.0311492239090019,0.1186109895339532,0.0421403301852875,0.1076923076923077,0.5012614248950109,869983
7,Lance Bass,5,21.0,3,3rd Place,999,10,999,0,0.1076923076923077,0.7,7.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3,0.1669894691613984,0.0518400525159136,0.2004783213292854,0.1827041872728628,0.1076923076923077,0.3104390520926157,2337853
7,Lance Bass,6,27.0,3,3rd Place,999,10,999,0,0.16875,0.9,1.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3,0.1816073325872266,0.0540322574446445,0.2095590511124309,0.1839022140427506,0.16875,0.2975224440273777,2542503
7,Brooke Burke,6,26.0,3,1st Place,999,10,999,0,0.1625,0.8666666666666667,2.0,TV Personality,37,Connecticut,United States,Derek Hough,1,0.2759023020870966,0.0625739761539922,0.2426981418464724,0.30161289580038,0.1625,0.22679758624934887,3862632
7,Warren Sapp,6,25.0,3,2nd Place,999,10,999,0,0.15625,0.8333333333333334,3.0,Athlete,35,Florida,United States,Kym Johnson,2,0.2335430533933967,0.059457136904892,0.2304396413623773,0.2515223125375799,0.15625,0.2545874777304471,3269603
7,Cody Linley,6,23.0,3,Eliminated Week 9,9,9,9,0,0.14375,0.7666666666666667,4.0,Actor/Actress,18,Texas,United States,Julianne Hough,4,0.1273915409165974,0.0466822508811301,0.1785764242952031,0.1226634860206258,0.14375,0.36644702266136125,1783482
7,Susan Lucci,6,23.0,3,Eliminated Week 7,7,7,7,0,0.14375,0.7666666666666667,4.0,Actor/Actress,61,New York,United States,Tony Dovolani,6,0.0582087727608643,0.0321233787407293,0.122890546633825,0.0334685201097689,0.14375,0.5518649031255116,814923
7,Maurice Greene,6,21.0,3,Eliminated Week 8,8,8,8,0,0.13125,0.7,6.0,Athlete,34,Kansas,United States,Cheryl Burke,5,0.0797857648683811,0.0366551188997708,0.1407525651028566,0.0644139189904328,0.13125,0.45941928312950386,1117001
7,Cloris Leachman,6,15.0,3,Eliminated Week 6,6,6,6,1,0.09375,0.5,7.0,Actor/Actress,82,Iowa,United States,Corky Ballas,7,0.0435612333864378,0.0215371334371374,0.0812135941568109,0.0424166524984619,0.09375,0.4944105518335184,609857
7,Brooke Burke,7,30.0,3,1st Place,999,10,999,0,0.2040816326530612,1.0,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1,0.2928655708077778,0.0640529375124192,0.2493650480240794,0.3149729959144841,0.2040816326530612,0.21871105345619582,4100118
7,Lance Bass,7,25.0,3,3rd Place,999,10,999,0,0.1700680272108843,0.8333333333333334,2.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3,0.1883914538605401,0.0548543595999189,0.2133458397337478,0.1920482582770219,0.1700680272108843,0.291172229290856,2637480
7,Maurice Greene,7,25.0,3,Eliminated Week 8,8,8,8,0,0.1700680272108843,0.8333333333333334,2.0,Athlete,34,Kansas,United States,Cheryl Burke,5,0.0966409899011351,0.0379477119720069,0.1469353402209606,0.0672671670392945,0.1700680272108843,0.3926668384794886,1352974
7,Susan Lucci,7,24.0,3,Eliminated Week 7,7,7,7,1,0.1632653061224489,0.8,4.0,Actor/Actress,61,New York,United States,Tony Dovolani,6,0.0453044792282346,0.0211276832077435,0.079628887806647,0.0349510256178668,0.1632653061224489,0.4663486606105017,634263
7,Cody Linley,7,22.0,3,Eliminated Week 9,9,9,9,0,0.1496598639455782,0.7333333333333333,5.0,Actor/Actress,18,Texas,United States,Julianne Hough,4,0.1384628317082219,0.0446846041259583,0.1712910646659126,0.1280969289416646,0.1496598639455782,0.32271912667596364,1938480
7,Warren Sapp,7,21.0,3,2nd Place,999,10,999,0,0.1428571428571428,0.7,6.0,Athlete,35,Florida,United States,Kym Johnson,2,0.238334674494088,0.0598985784795607,0.2316359506318232,0.262663624209668,0.1428571428571428,0.2513212926600259,3336685
7,Brooke Burke,8,27.5,3,1st Place,999,10,999,0,0.2156862745098039,0.9166666666666666,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1,0.3042055572838264,0.063667885380553,0.2465719842515409,0.3263803229428264,0.2156862745098039,0.20929231519971975,4258878
7,Warren Sapp,8,27.0,3,2nd Place,999,10,999,0,0.2117647058823529,0.9,2.0,Athlete,35,Florida,United States,Kym Johnson,2,0.2606142455971748,0.0616197181744896,0.2423643740694578,0.2721764710209,0.2117647058823529,0.23644032978048993,3648599
7,Lance Bass,8,25.0,3,3rd Place,999,10,999,0,0.196078431372549,0.8333333333333334,3.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3,0.2008968453511731,0.0546682768543987,0.2127528663658064,0.1990036395821048,0.196078431372549,0.2721211314136719,2812556
7,Cody Linley,8,24.0,3,Eliminated Week 9,9,9,9,0,0.188235294117647,0.8,4.0,Actor/Actress,18,Texas,United States,Julianne Hough,4,0.1556950878951108,0.0452961492542959,0.1762569195355296,0.1327361950969151,0.188235294117647,0.290928569851935,2179731
7,Maurice Greene,8,24.0,3,Eliminated Week 8,8,8,8,1,0.188235294117647,0.8,4.0,Athlete,34,Kansas,United States,Cheryl Burke,5,0.0785882638727163,0.0293074988486995,0.1119523156697687,0.0697033713572536,0.188235294117647,0.3729246251853423,1100236
7,Lance Bass,9,28.5,3,3rd Place,999,10,999,0,0.2835820895522388,0.95,1.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3,0.2333195460307414,0.0560678817186299,0.2186340941701699,0.2139141790424852,0.2835820895522388,0.24030512090591238,3266474
7,Brooke Burke,9,24.5,3,1st Place,999,10,999,0,0.2437810945273631,0.8166666666666667,2.0,TV Personality,37,Connecticut,United States,Derek Hough,1,0.3313862294605358,0.0646355034830662,0.2482418350977702,0.3508346831472432,0.2437810945273631,0.1950458339451414,4639407
7,Warren Sapp,9,24.5,3,2nd Place,999,10,999,0,0.2437810945273631,0.8166666666666667,2.0,Athlete,35,Florida,United States,Kym Johnson,2,0.2883898535934799,0.0603526052254093,0.2353196092504765,0.2925695553879316,0.2437810945273631,0.2092743710410961,4037458
7,Cody Linley,9,23.0,3,Eliminated Week 9,9,9,9,1,0.2288557213930348,0.7666666666666667,4.0,Actor/Actress,18,Texas,United States,Julianne Hough,4,0.1469043709152403,0.0406808485997655,0.1542945009559864,0.14268158242234,0.2288557213930348,0.2769206140451546,2056661
7,Brooke Burke,10,30.0,3,1st Place,999,10,999,0,0.3529411764705882,1.0,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1,0.4277515907443065,0.0532397697257843,0.2012249671703463,0.4092233130118926,0.3529411764705882,0.12446422381070464,5988522
7,Lance Bass,10,27.5,3,3rd Place,999,10,999,0,0.3235294117647059,0.9166666666666666,2.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3,0.2365727838916534,0.0440641279491073,0.1682957784248044,0.2495154363379903,0.3235294117647059,0.18626034332540964,3312019
7,Warren Sapp,10,27.5,3,2nd Place,999,10,999,0,0.3235294117647059,0.9166666666666666,2.0,Athlete,35,Florida,United States,Kym Johnson,2,0.3356756253640391,0.0399356807528444,0.1577136181345863,0.3412612506501172,0.3235294117647059,0.11897104744955576,4699459
8,Gilles Marini,1,24.0,3,2nd Place,999,11,999,0,0.0987654320987654,0.8,1.0,Actor/Actress,33,,France,Cheryl Burke,2,,,,,,,
8,Melissa Rycroft,1,23.0,3,3rd Place,999,11,999,0,0.0946502057613168,0.7666666666666667,2.0,TV Personality,26,Texas,United States,Tony Dovolani,3,,,,,,,
8,Shawn Johnson,1,23.0,3,1st Place,999,11,999,0,0.0946502057613168,0.7666666666666667,2.0,Athlete,17,Iowa,United States,Mark Ballas,1,,,,,,,
8,Lil' Kim,1,21.0,3,Eliminated Week 9,9,9,9,0,0.0864197530864197,0.7,4.0,Singer/Rapper,34,New York,United States,Derek Hough,5,,,,,,,
8,Chuck Wicks,1,20.0,3,Eliminated Week 8,8,8,8,0,0.0823045267489712,0.6666666666666666,5.0,Singer/Rapper,29,Delaware,United States,Julianne Hough,6,,,,,,,
8,David Alan Grier,1,19.0,3,Eliminated Week 5,5,5,5,0,0.0781893004115226,0.6333333333333333,6.0,Actor/Actress,52,Michigan,United States,Kym Johnson,9,,,,,,,
8,Denise Richards,1,18.0,3,Eliminated Week 3,3,3,3,0,0.074074074074074,0.6,7.0,Actor/Actress,38,Illinois,United States,Maksim Chmerkoskiy,12,,,,,,,
8,Holly Madison,1,18.0,3,Eliminated Week 4,4,4,4,0,0.074074074074074,0.6,7.0,TV Personality,30,Oregon,United States,Dmitry Chaplin,11,,,,,,,
8,Belinda Carlisle,1,17.0,3,Eliminated Week 2,2,2,2,0,0.0699588477366255,0.5666666666666667,9.0,Singer/Rapper,50,California,United States,Jonathan Roberts,13,,,,,,,
8,Steve-O,1,17.0,3,Eliminated Week 6,6,6,6,0,0.0699588477366255,0.5666666666666667,9.0,TV Personality,34,,England,Lacey Schwimmer,8,,,,,,,
8,Lawrence Taylor,1,16.0,3,Eliminated Week 7,7,7,7,0,0.0658436213991769,0.5333333333333333,11.0,Athlete,50,Virginia,United States,Edyta Sliwinska,7,,,,,,,
8,Ty Murray,1,14.0,3,Eliminated Week 10,10,10,10,0,0.0576131687242798,0.4666666666666667,12.0,Athlete,39,Arizona,United States,Chelsie Hightower,4,,,,,,,
8,Steve Wozniak,1,13.0,3,Eliminated Week 4,4,4,4,0,0.0534979423868312,0.4333333333333333,13.0,Entrepreneur,58,California,United States,Karina Smirnoff,10,,,,,,,
8,Gilles Marini,2,27.0,3,2nd Place,999,11,999,0,0.1018867924528302,0.9,1.0,Actor/Actress,33,,France,Cheryl Burke,2,0.1907560471370097,0.0539811741657385,0.2103190595999938,0.2161665053342757,0.1018867924528302,0.28298538880377805,2670585
8,Melissa Rycroft,2,26.0,3,3rd Place,999,11,999,0,0.0981132075471698,0.8666666666666667,2.0,TV Personality,26,Texas,United States,Tony Dovolani,3,0.157903114515357,0.0513589945594623,0.198609067013243,0.1739924624082314,0.0981132075471698,0.32525637456294343,2210644
8,Shawn Johnson,2,24.0,3,1st Place,999,11,999,0,0.090566037735849,0.8,3.0,Athlete,17,Iowa,United States,Mark Ballas,1,0.2344557808144237,0.0597087209237834,0.2335427632761392,0.2750017538056221,0.090566037735849,0.2546694336832923,3282381
8,Lil' Kim,2,23.0,3,Eliminated Week 9,9,9,9,0,0.0867924528301886,0.7666666666666667,4.0,Singer/Rapper,34,New York,United States,Derek Hough,5,0.0587766119870917,0.0330455749609783,0.1249280345317822,0.0521640800079636,0.0867924528301886,0.562223201436579,822873
8,Denise Richards,2,21.0,3,Eliminated Week 3,3,3,3,0,0.0792452830188679,0.7,5.0,Actor/Actress,38,Illinois,United States,Maksim Chmerkoskiy,12,0.0157946833513487,0.0175133889954455,0.0632611428515212,8.914398324858915e-05,0.0792452830188679,1.108815454280699,221126
8,Chuck Wicks,2,20.0,3,Eliminated Week 8,8,8,8,0,0.0754716981132075,0.6666666666666666,6.0,Singer/Rapper,29,Delaware,United States,Julianne Hough,6,0.0407839789524011,0.0273906296019052,0.1040379728800765,0.0315675640070005,0.0754716981132075,0.6716026808927287,570976
8,Lawrence Taylor,2,20.0,3,Eliminated Week 7,7,7,7,0,0.0754716981132075,0.6666666666666666,6.0,Athlete,50,Virginia,United States,Edyta Sliwinska,7,0.0388874591772584,0.0269411561037066,0.1015203551416148,0.0303167499335712,0.0754716981132075,0.6927980555608512,544424
8,Ty Murray,2,20.0,3,Eliminated Week 10,10,10,10,0,0.0754716981132075,0.6666666666666666,6.0,Athlete,39,Arizona,United States,Chelsie Hightower,4,0.1100598317966544,0.0435869461432011,0.1671814166216741,0.120368313643929,0.0754716981132075,0.3960295543948492,1540838
8,Belinda Carlisle,2,18.0,3,Eliminated Week 2,2,2,2,1,0.0679245283018867,0.6,9.0,Singer/Rapper,50,California,United States,Jonathan Roberts,13,0.0032933008983636,0.0035526741892321,0.0129422825673658,8.914398324858915e-05,0.0679245283018867,1.078757847786511,46106
8,Holly Madison,2,18.0,3,Eliminated Week 4,4,4,4,0,0.0679245283018867,0.6,9.0,TV Personality,30,Oregon,United States,Dmitry Chaplin,11,0.0260395614585432,0.0212467834259983,0.0809616652571984,0.0127500089943705,0.0679245283018867,0.8159424443389596,364554
8,David Alan Grier,2,17.0,3,Eliminated Week 5,5,5,5,0,0.0641509433962264,0.5666666666666667,11.0,Actor/Actress,52,Michigan,United States,Kym Johnson,9,0.0263922419215932,0.0196808693159695,0.072600865540427,0.0069630254365709,0.0641509433962264,0.7457066123612374,369491
8,Steve Wozniak,2,17.0,3,Eliminated Week 4,4,4,4,0,0.0641509433962264,0.5666666666666667,11.0,Entrepreneur,58,California,United States,Karina Smirnoff,10,0.0462970748081858,0.028955159351008,0.1079568001216906,0.0400545102135107,0.0641509433962264,0.6254209249930501,648159
8,Steve-O,2,14.0,3,Eliminated Week 6,6,6,6,0,0.0528301886792452,0.4666666666666667,13.0,TV Personality,34,,England,Lacey Schwimmer,8,0.0505603131817705,0.026836159822656,0.0989631592634375,0.040476738248457,0.0528301886792452,0.530775189745695,707844
8,Gilles Marini,3,27.0,3,2nd Place,999,11,999,0,0.1062992125984252,0.9,1.0,Actor/Actress,33,,France,Cheryl Burke,2,0.1908966154899947,0.0547262183999708,0.2128450879133664,0.2161857769955588,0.1062992125984252,0.2866798777940572,2672553
8,Melissa Rycroft,3,27.0,3,3rd Place,999,11,999,0,0.1062992125984252,0.9,1.0,TV Personality,26,Texas,United States,Tony Dovolani,3,0.1589375788411551,0.0505767427226377,0.1961375600551858,0.1740079741721661,0.1062992125984252,0.3182176492897564,2225126
8,Shawn Johnson,3,27.0,3,1st Place,999,11,999,0,0.1062992125984252,0.9,1.0,Athlete,17,Iowa,United States,Mark Ballas,1,0.2376172003263973,0.0589588822250721,0.2292455303358546,0.2750262707428941,0.1062992125984252,0.24812548142173466,3326641
8,Lil' Kim,3,25.0,3,Eliminated Week 9,9,9,9,0,0.0984251968503937,0.8333333333333334,4.0,Singer/Rapper,34,New York,United States,Derek Hough,5,0.0608995047478511,0.0329685880919323,0.1253466733363267,0.0521687305364046,0.0984251968503937,0.5413605287667899,852593
8,David Alan Grier,3,24.0,3,Eliminated Week 5,5,5,5,0,0.0944881889763779,0.8,5.0,Actor/Actress,52,Michigan,United States,Kym Johnson,9,0.0242115139024232,0.021606526857258,0.0805694050222692,0.0069636462037314,0.0944881889763779,0.8924070978930203,338961
8,Chuck Wicks,3,23.0,3,Eliminated Week 8,8,8,8,0,0.0905511811023622,0.7666666666666667,6.0,Singer/Rapper,29,Delaware,United States,Julianne Hough,6,0.0425389580606094,0.0280568950118769,0.1063021281156935,0.0315703783162763,0.0905511811023622,0.6595576452977882,595545
8,Ty Murray,3,23.0,3,Eliminated Week 10,10,10,10,0,0.0905511811023622,0.7666666666666667,6.0,Athlete,39,Arizona,United States,Chelsie Hightower,4,0.1128197923829254,0.0431651849242954,0.1698262567017943,0.1203790447114742,0.0905511811023622,0.3826029459244794,1579477
8,Lawrence Taylor,3,20.0,3,Eliminated Week 7,7,7,7,0,0.0787401574803149,0.6666666666666666,8.0,Athlete,50,Virginia,United States,Edyta Sliwinska,7,0.0397567433138226,0.027264703941932,0.1032878747632547,0.0303194527303575,0.0787401574803149,0.6857881624436936,556594
8,Holly Madison,3,17.0,3,Eliminated Week 4,4,4,4,0,0.0669291338582677,0.5666666666666667,9.0,TV Personality,30,Oregon,United States,Dmitry Chaplin,11,0.0255130338181987,0.0219029204792695,0.0803272548199815,0.0127511456822876,0.0669291338582677,0.8584992531796014,357182
8,Denise Richards,3,16.0,3,Eliminated Week 3,3,3,3,1,0.0629921259842519,0.5333333333333333,10.0,Actor/Actress,38,Illinois,United States,Maksim Chmerkoskiy,12,0.0046773927842802,0.0052172447132734,0.018971044323265,8.915193060679775e-05,0.0629921259842519,1.1154172749416162,65483
8,Steve-O,3,15.0,3,Eliminated Week 6,6,6,6,0,0.0590551181102362,0.5,11.0,TV Personality,34,,England,Lacey Schwimmer,8,0.0464715609804027,0.028023787390435,0.1058928834073096,0.0404803468278165,0.0590551181102362,0.6030309031851282,650602
8,Steve Wozniak,3,10.0,3,Eliminated Week 4,4,4,4,0,0.0393700787401574,0.3333333333333333,12.0,Entrepreneur,58,California,United States,Karina Smirnoff,10,0.0556601053519397,0.0248232312115558,0.0913530581440151,0.0400580811504257,0.0393700787401574,0.44597887579619416,779241
8,Gilles Marini,4,30.0,3,2nd Place,999,11,999,0,0.1239669421487603,1.0,1.0,Actor/Actress,33,,France,Cheryl Burke,2,0.1984069984227734,0.0558834287831398,0.2167997106794589,0.2162050520933598,0.1239669421487603,0.28166057259765204,2777698
8,Melissa Rycroft,4,29.0,3,3rd Place,999,11,999,0,0.1198347107438016,0.9666666666666668,2.0,TV Personality,26,Texas,United States,Tony Dovolani,3,0.1634281926162674,0.0513142431989949,0.1999608180215096,0.1740234887021548,0.1198347107438016,0.3139864816316102,2287995
8,Lil' Kim,4,27.0,3,Eliminated Week 9,9,9,9,0,0.1115702479338843,0.9,3.0,Singer/Rapper,34,New York,United States,Derek Hough,5,0.0641172034106011,0.0342372692445972,0.1299202496777063,0.0521733818941268,0.1115702479338843,0.5339794536162883,897641
8,Shawn Johnson,4,25.0,3,1st Place,999,11,999,0,0.1033057851239669,0.8333333333333334,4.0,Athlete,17,Iowa,United States,Mark Ballas,1,0.2417438419728114,0.0597906050213581,0.2334576819258225,0.2750507920520205,0.1033057851239669,0.24733041608597695,3384414
8,Ty Murray,4,25.0,3,Eliminated Week 10,10,10,10,0,0.1033057851239669,0.8333333333333334,4.0,Athlete,39,Arizona,United States,Chelsie Hightower,4,0.1176251883170923,0.0452171543825561,0.1748410319928088,0.1203897776925808,0.1033057851239669,0.3844172751558989,1646753
8,Chuck Wicks,4,22.0,3,Eliminated Week 8,8,8,8,0,0.0909090909090909,0.7333333333333333,6.0,Singer/Rapper,29,Delaware,United States,Julianne Hough,6,0.0435186888049248,0.0287123527289813,0.1085049628063921,0.031573193127399,0.0909090909090909,0.6597706299858018,609262
8,David Alan Grier,4,22.0,3,Eliminated Week 5,5,5,5,0,0.0909090909090909,0.7333333333333333,6.0,Actor/Actress,52,Michigan,United States,Kym Johnson,9,0.0240304432583665,0.0211108537913564,0.0777504768379091,0.006964267081587,0.0909090909090909,0.8785045520958666,336426
8,Lawrence Taylor,4,19.0,3,Eliminated Week 7,7,7,7,0,0.0785123966942148,0.6333333333333333,8.0,Athlete,50,Virginia,United States,Edyta Sliwinska,7,0.0407960091185311,0.0273648423357649,0.1022135329244939,0.0303221560091059,0.0785123966942148,0.6707725320939479,571144
8,Holly Madison,4,16.0,3,Eliminated Week 4,4,4,4,1,0.0661157024793388,0.5333333333333333,9.0,TV Personality,30,Oregon,United States,Dmitry Chaplin,11,0.0199204698987308,0.0191385462454884,0.0708262091003878,0.0127522825728986,0.0661157024793388,0.9607477304894189,278887
8,Steve-O,4,15.0,3,Eliminated Week 6,6,6,6,0,0.0619834710743801,0.5,10.0,TV Personality,34,,England,Lacey Schwimmer,8,0.0490395420520396,0.0283750716921157,0.1083935714599294,0.0404839560506571,0.0619834710743801,0.5786161637073353,686554
8,Steve Wozniak,4,12.0,3,Eliminated Week 4,4,4,4,1,0.0495867768595041,0.4,11.0,Entrepreneur,58,California,United States,Karina Smirnoff,10,0.0373734221278596,0.0263723574174518,0.1005186589068032,0.0400616527241094,0.0495867768595041,0.7056447046039389,523228
8,Gilles Marini,5,29.0,3,2nd Place,999,11,999,0,0.1380952380952381,0.9666666666666668,1.0,Actor/Actress,33,,France,Cheryl Burke,2,0.2088622489539399,0.0562896368399674,0.2187359130199608,0.2282603810911798,0.1380952380952381,0.26950603626019976,2924071
8,Lil' Kim,5,26.0,3,Eliminated Week 9,9,9,9,0,0.1238095238095238,0.8666666666666667,2.0,Singer/Rapper,34,New York,United States,Derek Hough,5,0.0681150473035804,0.0347424024543189,0.1323984744662737,0.055082505790968,0.1238095238095238,0.5100547357689745,953611
8,Shawn Johnson,5,26.0,3,1st Place,999,11,999,0,0.1238095238095238,0.8666666666666667,2.0,Athlete,17,Iowa,United States,Mark Ballas,1,0.2541052101121787,0.0606204324635896,0.2343442807376845,0.2903872874631742,0.1238095238095238,0.2385643034899905,3557473
8,Melissa Rycroft,5,25.0,3,3rd Place,999,11,999,0,0.119047619047619,0.8333333333333334,4.0,TV Personality,26,Texas,United States,Tony Dovolani,3,0.1673853384389374,0.0511927195507375,0.1990815316012472,0.1837268253695468,0.119047619047619,0.3058375364782187,2343395
8,Chuck Wicks,5,23.0,3,Eliminated Week 8,8,8,8,0,0.1095238095238095,0.7666666666666667,5.0,Singer/Rapper,29,Delaware,United States,Julianne Hough,6,0.0500490706754448,0.0293486179591581,0.1122523887984204,0.0333336757200913,0.1095238095238095,0.5863968613818277,700687
8,David Alan Grier,5,22.0,3,Eliminated Week 5,5,5,5,1,0.1047619047619047,0.7333333333333333,6.0,Actor/Actress,52,Michigan,United States,Kym Johnson,9,0.0118346334969036,0.0088159807990349,0.0328744468949674,0.0073525860874767,0.1047619047619047,0.7449306141454658,165685
8,Ty Murray,5,21.0,3,Eliminated Week 10,10,10,10,0,0.1,0.7,7.0,Athlete,39,Arizona,United States,Chelsie Hightower,4,0.1214276468398408,0.0454890928045118,0.1746980324521042,0.1271025642995828,0.1,0.3746189108359356,1699987
