season,celebrity_name,week,total_judge_score,num_judges,results,parsed_elim_week,last_active_week,true_elimination_week,is_eliminated,judge_percentage,score_rate,week_rank,celebrity_industry,celebrity_age_during_season,celebrity_homestate,celebrity_homecountry/region,ballroom_partner,placement
6,Adam Carolla,4,19.0,3,Eliminated Week 4,4,4,4,1,0.08444444444444445,0.6333333333333333,9.0,Radio Personality,43,California,United States,Julianne Hough,9
6,Kristi Yamaguchi,5,29.0,3,1st Place,999,10,999,0,0.14795918367346939,0.9666666666666667,1.0,Athlete,36,California,United States,Mark Ballas,1
6,Jason Taylor,5,27.0,3,2nd Place,999,10,999,0,0.1377551020408163,0.9,2.0,Athlete,33,Pennsylvania,United States,Edyta Sliwinska,2
6,Mario,5,27.0,3,Eliminated Week 8,8,8,8,0,0.1377551020408163,0.9,2.0,Singer/Rapper,21,Maryland,United States,Karina Smirnoff,5
6,Marissa Jaret Winokur,5,24.0,3,Eliminated Week 9,9,9,9,0,0.12244897959183673,0.8,4.0,Actor/Actress,35,New York,United States,Tony Dovolani,4
6,Cristian de la Fuente,5,23.0,3,3rd Place,999,10,999,0,0.11734693877551021,0.7666666666666667,5.0,Actor/Actress,34,,Chile,Cheryl Burke,3
6,Shannon Elizabeth,5,23.0,3,Eliminated Week 7,7,7,7,0,0.11734693877551021,0.7666666666666667,5.0,Actor/Actress,34,Texas,United States,Derek Hough,6
6,Marlee Matlin,5,22.0,3,Eliminated Week 6,6,6,6,0,0.11224489795918367,0.7333333333333333,7.0,Actor/Actress,42,Illinois,United States,Fabian Sanchez,7
6,Priscilla Presley,5,21.0,3,Eliminated Week 5,5,5,5,1,0.10714285714285714,0.7,8.0,Actor/Actress,62,New York,United States,Louis van Amstel,8
6,Kristi Yamaguchi,6,30.0,3,1st Place,999,10,999,0,0.16666666666666666,1.0,1.0,Athlete,36,California,United States,Mark Ballas,1
6,Mario,6,28.0,3,Eliminated Week 8,8,8,8,0,0.15555555555555556,0.9333333333333333,2.0,Singer/Rapper,21,Maryland,United States,Karina Smirnoff,5
6,Cristian de la Fuente,6,27.0,3,3rd Place,999,10,999,0,0.15,0.9,3.0,Actor/Actress,34,,Chile,Cheryl Burke,3
6,Marissa Jaret Winokur,6,26.0,3,Eliminated Week 9,9,9,9,0,0.14444444444444443,0.8666666666666667,4.0,Actor/Actress,35,New York,United States,Tony Dovolani,4
6,Jason Taylor,6,24.0,3,2nd Place,999,10,999,0,0.13333333333333333,0.8,5.0,Athlete,33,Pennsylvania,United States,Edyta Sliwinska,2
6,Shannon Elizabeth,6,24.0,3,Eliminated Week 7,7,7,7,0,0.13333333333333333,0.8,5.0,Actor/Actress,34,Texas,United States,Derek Hough,6
6,Marlee Matlin,6,21.0,3,Eliminated Week 6,6,6,6,1,0.11666666666666667,0.7,7.0,Actor/Actress,42,Illinois,United States,Fabian Sanchez,7
6,Jason Taylor,7,27.5,3,2nd Place,999,10,999,0,0.1779935275080906,0.9166666666666666,1.0,Athlete,33,Pennsylvania,United States,Edyta Sliwinska,2
6,Kristi Yamaguchi,7,27.0,3,1st Place,999,10,999,0,0.17475728155339806,0.9,2.0,Athlete,36,California,United States,Mark Ballas,1
6,Marissa Jaret Winokur,7,26.0,3,Eliminated Week 9,9,9,9,0,0.16828478964401294,0.8666666666666667,3.0,Actor/Actress,35,New York,United States,Tony Dovolani,4
6,Mario,7,25.5,3,Eliminated Week 8,8,8,8,0,0.1650485436893204,0.85,4.0,Singer/Rapper,21,Maryland,United States,Karina Smirnoff,5
6,Shannon Elizabeth,7,25.5,3,Eliminated Week 7,7,7,7,1,0.1650485436893204,0.85,4.0,Actor/Actress,34,Texas,United States,Derek Hough,6
6,Cristian de la Fuente,7,23.0,3,3rd Place,999,10,999,0,0.1488673139158576,0.7666666666666667,6.0,Actor/Actress,34,,Chile,Cheryl Burke,3
6,Cristian de la Fuente,8,28.5,3,3rd Place,999,10,999,0,0.21348314606741572,0.95,1.0,Actor/Actress,34,,Chile,Cheryl Burke,3
6,Kristi Yamaguchi,8,27.5,3,1st Place,999,10,999,0,0.20599250936329588,0.9166666666666666,2.0,Athlete,36,California,United States,Mark Ballas,1
6,Mario,8,26.5,3,Eliminated Week 8,8,8,8,1,0.19850187265917604,0.8833333333333333,3.0,Singer/Rapper,21,Maryland,United States,Karina Smirnoff,5
6,Jason Taylor,8,26.0,3,2nd Place,999,10,999,0,0.1947565543071161,0.8666666666666667,4.0,Athlete,33,Pennsylvania,United States,Edyta Sliwinska,2
6,Marissa Jaret Winokur,8,25.0,3,Eliminated Week 9,9,9,9,0,0.18726591760299627,0.8333333333333334,5.0,Actor/Actress,35,New York,United States,Tony Dovolani,4
6,Kristi Yamaguchi,9,28.5,3,1st Place,999,10,999,0,0.2590909090909091,0.95,1.0,Athlete,36,California,United States,Mark Ballas,1
6,Cristian de la Fuente,9,28.0,3,3rd Place,999,10,999,0,0.2545454545454545,0.9333333333333333,2.0,Actor/Actress,34,,Chile,Cheryl Burke,3
6,Jason Taylor,9,27.5,3,2nd Place,999,10,999,0,0.25,0.9166666666666666,3.0,Athlete,33,Pennsylvania,United States,Edyta Sliwinska,2
6,Marissa Jaret Winokur,9,26.0,3,Eliminated Week 9,9,9,9,1,0.23636363636363636,0.8666666666666667,4.0,Actor/Actress,35,New York,United States,Tony Dovolani,4
6,Kristi Yamaguchi,10,30.0,3,1st Place,999,10,999,0,0.35502958579881655,1.0,1.0,Athlete,36,California,United States,Mark Ballas,1
6,Jason Taylor,10,28.5,3,2nd Place,999,10,999,0,0.33727810650887574,0.95,2.0,Athlete,33,Pennsylvania,United States,Edyta Sliwinska,2
6,Cristian de la Fuente,10,26.0,3,3rd Place,999,10,999,0,0.3076923076923077,0.8666666666666667,3.0,Actor/Actress,34,,Chile,Cheryl Burke,3
7,Brooke Burke,1,24.5,3,1st Place,999,10,999,0,0.09722222222222222,0.8166666666666667,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1
7,Toni Braxton,1,22.5,3,Eliminated Week 5,5,5,5,0,0.08928571428571429,0.75,2.0,Singer/Rapper,40,Maryland,United States,Alec Mazo,8
7,Lance Bass,1,21.5,3,3rd Place,999,10,999,0,0.08531746031746032,0.7166666666666667,3.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3
7,Warren Sapp,1,21.5,3,2nd Place,999,10,999,0,0.08531746031746032,0.7166666666666667,3.0,Athlete,35,Florida,United States,Kym Johnson,2
7,Misty May-Treanor,1,21.0,3,Withdrew,-1,2,2,0,0.08333333333333333,0.7,5.0,Athlete,31,California,United States,Maksim Chmerkoskiy,10
7,Cody Linley,1,20.5,3,Eliminated Week 9,9,9,9,0,0.08134920634920635,0.6833333333333333,6.0,Actor/Actress,18,Texas,United States,Julianne Hough,4
7,Maurice Greene,1,19.5,3,Eliminated Week 8,8,8,8,0,0.07738095238095238,0.65,7.0,Athlete,34,Kansas,United States,Cheryl Burke,5
7,Kim Kardashian,1,18.5,3,Eliminated Week 2,2,2,2,0,0.07341269841269842,0.6166666666666667,8.0,TV Personality,27,California,United States,Mark Ballas,11
7,Susan Lucci,1,18.5,3,Eliminated Week 7,7,7,7,0,0.07341269841269842,0.6166666666666667,8.0,Actor/Actress,61,New York,United States,Tony Dovolani,6
7,Ted McGinley,1,18.5,3,Eliminated Week 1,1,1,1,1,0.07341269841269842,0.6166666666666667,8.0,Actor/Actress,50,California,United States,Inna Brayer,12
7,Rocco DiSpirito,1,17.5,3,Eliminated Week 4,4,4,4,0,0.06944444444444445,0.5833333333333334,11.0,TV Personality,41,New York,United States,Karina Smirnoff,9
7,Cloris Leachman,1,16.0,3,Eliminated Week 6,6,6,6,0,0.06349206349206349,0.5333333333333333,12.0,Actor/Actress,82,Iowa,United States,Corky Ballas,7
7,Jeffrey Ross,1,12.0,3,Eliminated Week 1,1,1,1,1,0.047619047619047616,0.4,13.0,Comedian,43,New Jersey,United States,Edyta Sliwinska,13
7,Brooke Burke,2,24.0,3,1st Place,999,10,999,0,0.1085972850678733,0.8,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1
7,Warren Sapp,2,24.0,3,2nd Place,999,10,999,0,0.1085972850678733,0.8,1.0,Athlete,35,Florida,United States,Kym Johnson,2
7,Toni Braxton,2,23.0,3,Eliminated Week 5,5,5,5,0,0.10407239819004525,0.7666666666666667,3.0,Singer/Rapper,40,Maryland,United States,Alec Mazo,8
7,Cody Linley,2,21.0,3,Eliminated Week 9,9,9,9,0,0.09502262443438914,0.7,4.0,Actor/Actress,18,Texas,United States,Julianne Hough,4
7,Misty May-Treanor,2,21.0,3,Withdrew,-1,2,2,1,0.09502262443438914,0.7,4.0,Athlete,31,California,United States,Maksim Chmerkoskiy,10
7,Susan Lucci,2,21.0,3,Eliminated Week 7,7,7,7,0,0.09502262443438914,0.7,4.0,Actor/Actress,61,New York,United States,Tony Dovolani,6
7,Lance Bass,2,20.0,3,3rd Place,999,10,999,0,0.09049773755656108,0.6666666666666666,7.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3
7,Maurice Greene,2,19.0,3,Eliminated Week 8,8,8,8,0,0.08597285067873303,0.6333333333333333,8.0,Athlete,34,Kansas,United States,Cheryl Burke,5
7,Kim Kardashian,2,17.0,3,Eliminated Week 2,2,2,2,1,0.07692307692307693,0.5666666666666667,9.0,TV Personality,27,California,United States,Mark Ballas,11
7,Rocco DiSpirito,2,16.0,3,Eliminated Week 4,4,4,4,0,0.07239819004524888,0.5333333333333333,10.0,TV Personality,41,New York,United States,Karina Smirnoff,9
7,Cloris Leachman,2,15.0,3,Eliminated Week 6,6,6,6,0,0.06787330316742081,0.5,11.0,Actor/Actress,82,Iowa,United States,Corky Ballas,7
7,Brooke Burke,3,28.0,3,1st Place,999,10,999,0,0.1407035175879397,0.9333333333333333,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1
7,Warren Sapp,3,25.0,3,2nd Place,999,10,999,0,0.12562814070351758,0.8333333333333334,2.0,Athlete,35,Florida,United States,Kym Johnson,2
7,Maurice Greene,3,24.0,3,Eliminated Week 8,8,8,8,0,0.12060301507537688,0.8,3.0,Athlete,34,Kansas,United States,Cheryl Burke,5
7,Lance Bass,3,22.0,3,3rd Place,999,10,999,0,0.11055276381909548,0.7333333333333333,4.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3
7,Toni Braxton,3,22.0,3,Eliminated Week 5,5,5,5,0,0.11055276381909548,0.7333333333333333,4.0,Singer/Rapper,40,Maryland,United States,Alec Mazo,8
7,Cody Linley,3,21.0,3,Eliminated Week 9,9,9,9,0,0.10552763819095477,0.7,6.0,Actor/Actress,18,Texas,United States,Julianne Hough,4
7,Susan Lucci,3,21.0,3,Eliminated Week 7,7,7,7,0,0.10552763819095477,0.7,6.0,Actor/Actress,61,New York,United States,Tony Dovolani,6
7,Rocco DiSpirito,3,20.0,3,Eliminated Week 4,4,4,4,0,0.10050251256281408,0.6666666666666666,8.0,TV Personality,41,New York,United States,Karina Smirnoff,9
7,Cloris Leachman,3,16.0,3,Eliminated Week 6,6,6,6,0,0.08040201005025126,0.5333333333333333,9.0,Actor/Actress,82,Iowa,United States,Corky Ballas,7
7,Brooke Burke,4,26.0,3,1st Place,999,10,999,0,0.12807881773399016,0.8666666666666667,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1
7,Lance Bass,4,26.0,3,3rd Place,999,10,999,0,0.12807881773399016,0.8666666666666667,1.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3
7,Susan Lucci,4,24.0,3,Eliminated Week 7,7,7,7,0,0.11822660098522167,0.8,3.0,Actor/Actress,61,New York,United States,Tony Dovolani,6
7,Cody Linley,4,23.0,3,Eliminated Week 9,9,9,9,0,0.11330049261083744,0.7666666666666667,4.0,Actor/Actress,18,Texas,United States,Julianne Hough,4
7,Cloris Leachman,4,22.0,3,Eliminated Week 6,6,6,6,0,0.10837438423645321,0.7333333333333333,5.0,Actor/Actress,82,Iowa,United States,Corky Ballas,7
7,Toni Braxton,4,22.0,3,Eliminated Week 5,5,5,5,0,0.10837438423645321,0.7333333333333333,5.0,Singer/Rapper,40,Maryland,United States,Alec Mazo,8
7,Warren Sapp,4,22.0,3,2nd Place,999,10,999,0,0.10837438423645321,0.7333333333333333,5.0,Athlete,35,Florida,United States,Kym Johnson,2
7,Maurice Greene,4,20.0,3,Eliminated Week 8,8,8,8,0,0.09852216748768473,0.6666666666666666,8.0,Athlete,34,Kansas,United States,Cheryl Burke,5
7,Rocco DiSpirito,4,18.0,3,Eliminated Week 4,4,4,4,1,0.08866995073891626,0.6,9.0,TV Personality,41,New York,United States,Karina Smirnoff,9
7,Brooke Burke,5,29.0,3,1st Place,999,10,999,0,0.14871794871794872,0.9666666666666667,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1
7,Cody Linley,5,28.0,3,Eliminated Week 9,9,9,9,0,0.14358974358974358,0.9333333333333333,2.0,Actor/Actress,18,Texas,United States,Julianne Hough,4
7,Maurice Greene,5,27.0,3,Eliminated Week 8,8,8,8,0,0.13846153846153847,0.9,3.0,Athlete,34,Kansas,United States,Cheryl Burke,5
7,Warren Sapp,5,25.0,3,2nd Place,999,10,999,0,0.1282051282051282,0.8333333333333334,4.0,Athlete,35,Florida,United States,Kym Johnson,2
7,Susan Lucci,5,22.0,3,Eliminated Week 7,7,7,7,0,0.11282051282051282,0.7333333333333333,5.0,Actor/Actress,61,New York,United States,Tony Dovolani,6
7,Toni Braxton,5,22.0,3,Eliminated Week 5,5,5,5,1,0.11282051282051282,0.7333333333333333,5.0,Singer/Rapper,40,Maryland,United States,Alec Mazo,8
7,Cloris Leachman,5,21.0,3,Eliminated Week 6,6,6,6,0,0.1076923076923077,0.7,7.0,Actor/Actress,82,Iowa,United States,Corky Ballas,7
7,Lance Bass,5,21.0,3,3rd Place,999,10,999,0,0.1076923076923077,0.7,7.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3
7,Lance Bass,6,27.0,3,3rd Place,999,10,999,0,0.16875,0.9,1.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3
7,Brooke Burke,6,26.0,3,1st Place,999,10,999,0,0.1625,0.8666666666666667,2.0,TV Personality,37,Connecticut,United States,Derek Hough,1
7,Warren Sapp,6,25.0,3,2nd Place,999,10,999,0,0.15625,0.8333333333333334,3.0,Athlete,35,Florida,United States,Kym Johnson,2
7,Cody Linley,6,23.0,3,Eliminated Week 9,9,9,9,0,0.14375,0.7666666666666667,4.0,Actor/Actress,18,Texas,United States,Julianne Hough,4
7,Susan Lucci,6,23.0,3,Eliminated Week 7,7,7,7,0,0.14375,0.7666666666666667,4.0,Actor/Actress,61,New York,United States,Tony Dovolani,6
7,Maurice Greene,6,21.0,3,Eliminated Week 8,8,8,8,0,0.13125,0.7,6.0,Athlete,34,Kansas,United States,Cheryl Burke,5
7,Cloris Leachman,6,15.0,3,Eliminated Week 6,6,6,6,1,0.09375,0.5,7.0,Actor/Actress,82,Iowa,United States,Corky Ballas,7
7,Brooke Burke,7,30.0,3,1st Place,999,10,999,0,0.20408163265306123,1.0,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1
7,Lance Bass,7,25.0,3,3rd Place,999,10,999,0,0.17006802721088435,0.8333333333333334,2.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3
7,Maurice Greene,7,25.0,3,Eliminated Week 8,8,8,8,0,0.17006802721088435,0.8333333333333334,2.0,Athlete,34,Kansas,United States,Cheryl Burke,5
7,Susan Lucci,7,24.0,3,Eliminated Week 7,7,7,7,1,0.16326530612244897,0.8,4.0,Actor/Actress,61,New York,United States,Tony Dovolani,6
7,Cody Linley,7,22.0,3,Eliminated Week 9,9,9,9,0,0.14965986394557823,0.7333333333333333,5.0,Actor/Actress,18,Texas,United States,Julianne Hough,4
7,Warren Sapp,7,21.0,3,2nd Place,999,10,999,0,0.14285714285714285,0.7,6.0,Athlete,35,Florida,United States,Kym Johnson,2
7,Brooke Burke,8,27.5,3,1st Place,999,10,999,0,0.21568627450980393,0.9166666666666666,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1
7,Warren Sapp,8,27.0,3,2nd Place,999,10,999,0,0.21176470588235294,0.9,2.0,Athlete,35,Florida,United States,Kym Johnson,2
7,Lance Bass,8,25.0,3,3rd Place,999,10,999,0,0.19607843137254902,0.8333333333333334,3.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3
7,Cody Linley,8,24.0,3,Eliminated Week 9,9,9,9,0,0.18823529411764706,0.8,4.0,Actor/Actress,18,Texas,United States,Julianne Hough,4
7,Maurice Greene,8,24.0,3,Eliminated Week 8,8,8,8,1,0.18823529411764706,0.8,4.0,Athlete,34,Kansas,United States,Cheryl Burke,5
7,Lance Bass,9,28.5,3,3rd Place,999,10,999,0,0.2835820895522388,0.95,1.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3
7,Brooke Burke,9,24.5,3,1st Place,999,10,999,0,0.24378109452736318,0.8166666666666667,2.0,TV Personality,37,Connecticut,United States,Derek Hough,1
7,Warren Sapp,9,24.5,3,2nd Place,999,10,999,0,0.24378109452736318,0.8166666666666667,2.0,Athlete,35,Florida,United States,Kym Johnson,2
7,Cody Linley,9,23.0,3,Eliminated Week 9,9,9,9,1,0.22885572139303484,0.7666666666666667,4.0,Actor/Actress,18,Texas,United States,Julianne Hough,4
7,Brooke Burke,10,30.0,3,1st Place,999,10,999,0,0.35294117647058826,1.0,1.0,TV Personality,37,Connecticut,United States,Derek Hough,1
7,Lance Bass,10,27.5,3,3rd Place,999,10,999,0,0.3235294117647059,0.9166666666666666,2.0,Singer/Rapper,29,Mississippi,United States,Lacey Schwimmer,3
7,Warren Sapp,10,27.5,3,2nd Place,999,10,999,0,0.3235294117647059,0.9166666666666666,2.0,Athlete,35,Florida,United States,Kym Johnson,2
8,Gilles Marini,1,24.0,3,2nd Place,999,11,999,0,0.09876543209876543,0.8,1.0,Actor/Actress,33,,France,Cheryl Burke,2
8,Melissa Rycroft,1,23.0,3,3rd Place,999,11,999,0,0.09465020576131687,0.7666666666666667,2.0,TV Personality,26,Texas,United States,Tony Dovolani,3
8,Shawn Johnson,1,23.0,3,1st Place,999,11,999,0,0.09465020576131687,0.7666666666666667,2.0,Athlete,17,Iowa,United States,Mark Ballas,1
8,Lil' Kim,1,21.0,3,Eliminated Week 9,9,9,9,0,0.08641975308641975,0.7,4.0,Singer/Rapper,34,New York,United States,Derek Hough,5
8,Chuck Wicks,1,20.0,3,Eliminated Week 8,8,8,8,0,0.0823045267489712,0.6666666666666666,5.0,Singer/Rapper,29,Delaware,United States,Julianne Hough,6
8,David Alan Grier,1,19.0,3,Eliminated Week 5,5,5,5,0,0.07818930041152264,0.6333333333333333,6.0,Actor/Actress,52,Michigan,United States,Kym Johnson,9
8,Denise Richards,1,18.0,3,Eliminated Week 3,3,3,3,0,0.07407407407407407,0.6,7.0,Actor/Actress,38,Illinois,United States,Maksim Chmerkoskiy,12
8,Holly Madison,1,18.0,3,Eliminated Week 4,4,4,4,0,0.07407407407407407,0.6,7.0,TV Personality,30,Oregon,United States,Dmitry Chaplin,11
8,Belinda Carlisle,1,17.0,3,Eliminated Week 2,2,2,2,0,0.06995884773662552,0.5666666666666667,9.0,Singer/Rapper,50,California,United States,Jonathan Roberts,13
8,Steve-O,1,17.0,3,Eliminated Week 6,6,6,6,0,0.06995884773662552,0.5666666666666667,9.0,TV Personality,34,,England,Lacey Schwimmer,8
8,Lawrence Taylor,1,16.0,3,Eliminated Week 7,7,7,7,0,0.06584362139917696,0.5333333333333333,11.0,Athlete,50,Virginia,United States,Edyta Sliwinska,7
8,Ty Murray,1,14.0,3,Eliminated Week 10,10,10,10,0,0.05761316872427984,0.4666666666666667,12.0,Athlete,39,Arizona,United States,Chelsie Hightower,4
8,Steve Wozniak,1,13.0,3,Eliminated Week 4,4,4,4,0,0.053497942386831275,0.43333333333333335,13.0,Entrepreneur,58,California,United States,Karina Smirnoff,10
8,Gilles Marini,2,27.0,3,2nd Place,999,11,999,0,0.1018867924528302,0.9,1.0,Actor/Actress,33,,France,Cheryl Burke,2
8,Melissa Rycroft,2,26.0,3,3rd Place,999,11,999,0,0.09811320754716982,0.8666666666666667,2.0,TV Personality,26,Texas,United States,Tony Dovolani,3
8,Shawn Johnson,2,24.0,3,1st Place,999,11,999,0,0.09056603773584905,0.8,3.0,Athlete,17,Iowa,United States,Mark Ballas,1
8,Lil' Kim,2,23.0,3,Eliminated Week 9,9,9,9,0,0.08679245283018867,0.7666666666666667,4.0,Singer/Rapper,34,New York,United States,Derek Hough,5
8,Denise Richards,2,21.0,3,Eliminated Week 3,3,3,3,0,0.07924528301886792,0.7,5.0,Actor/Actress,38,Illinois,United States,Maksim Chmerkoskiy,12
8,Chuck Wicks,2,20.0,3,Eliminated Week 8,8,8,8,0,0.07547169811320754,0.6666666666666666,6.0,Singer/Rapper,29,Delaware,United States,Julianne Hough,6
8,Lawrence Taylor,2,20.0,3,Eliminated Week 7,7,7,7,0,0.07547169811320754,0.6666666666666666,6.0,Athlete,50,Virginia,United States,Edyta Sliwinska,7
8,Ty Murray,2,20.0,3,Eliminated Week 10,10,10,10,0,0.07547169811320754,0.6666666666666666,6.0,Athlete,39,Arizona,United States,Chelsie Hightower,4
8,Belinda Carlisle,2,18.0,3,Eliminated Week 2,2,2,2,1,0.06792452830188679,0.6,9.0,Singer/Rapper,50,California,United States,Jonathan Roberts,13
8,Holly Madison,2,18.0,3,Eliminated Week 4,4,4,4,0,0.06792452830188679,0.6,9.0,TV Personality,30,Oregon,United States,Dmitry Chaplin,11
8,David Alan Grier,2,17.0,3,Eliminated Week 5,5,5,5,0,0.06415094339622641,0.5666666666666667,11.0,Actor/Actress,52,Michigan,United States,Kym Johnson,9
8,Steve Wozniak,2,17.0,3,Eliminated Week 4,4,4,4,0,0.06415094339622641,0.5666666666666667,11.0,Entrepreneur,58,California,United States,Karina Smirnoff,10
8,Steve-O,2,14.0,3,Eliminated Week 6,6,6,6,0,0.052830188679245285,0.4666666666666667,13.0,TV Personality,34,,England,Lacey Schwimmer,8
8,Gilles Marini,3,27.0,3,2nd Place,999,11,999,0,0.1062992125984252,0.9,1.0,Actor/Actress,33,,France,Cheryl Burke,2
8,Melissa Rycroft,3,27.0,3,3rd Place,999,11,999,0,0.1062992125984252,0.9,1.0,TV Personality,26,Texas,United States,Tony Dovolani,3
8,Shawn Johnson,3,27.0,3,1st Place,999,11,999,0,0.1062992125984252,0.9,1.0,Athlete,17,Iowa,United States,Mark Ballas,1
8,Lil' Kim,3,25.0,3,Eliminated Week 9,9,9,9,0,0.0984251968503937,0.8333333333333334,4.0,Singer/Rapper,34,New York,United States,Derek Hough,5
8,David Alan Grier,3,24.0,3,Eliminated Week 5,5,5,5,0,0.09448818897637795,0.8,5.0,Actor/Actress,52,Michigan,United States,Kym Johnson,9
8,Chuck Wicks,3,23.0,3,Eliminated Week 8,8,8,8,0,0.09055118110236221,0.7666666666666667,6.0,Singer/Rapper,29,Delaware,United States,Julianne Hough,6
8,Ty Murray,3,23.0,3,Eliminated Week 10,10,10,10,0,0.09055118110236221,0.7666666666666667,6.0,Athlete,39,Arizona,United States,Chelsie Hightower,4
8,Lawrence Taylor,3,20.0,3,Eliminated Week 7,7,7,7,0,0.07874015748031496,0.6666666666666666,8.0,Athlete,50,Virginia,United States,Edyta Sliwinska,7
8,Holly Madison,3,17.0,3,Eliminated Week 4,4,4,4,0,0.06692913385826772,0.5666666666666667,9.0,TV Personality,30,Oregon,United States,Dmitry Chaplin,11
8,Denise Richards,3,16.0,3,Eliminated Week 3,3,3,3,1,0.06299212598425197,0.5333333333333333,10.0,Actor/Actress,38,Illinois,United States,Maksim Chmerkoskiy,12
8,Steve-O,3,15.0,3,Eliminated Week 6,6,6,6,0,0.05905511811023622,0.5,11.0,TV Personality,34,,England,Lacey Schwimmer,8
8,Steve Wozniak,3,10.0,3,Eliminated Week 4,4,4,4,0,0.03937007874015748,0.3333333333333333,12.0,Entrepreneur,58,California,United States,Karina Smirnoff,10
8,Gilles Marini,4,30.0,3,2nd Place,999,11,999,0,0.12396694214876033,1.0,1.0,Actor/Actress,33,,France,Cheryl Burke,2
8,Melissa Rycroft,4,29.0,3,3rd Place,999,11,999,0,0.11983471074380166,0.9666666666666667,2.0,TV Personality,26,Texas,United States,Tony Dovolani,3
8,Lil' Kim,4,27.0,3,Eliminated Week 9,9,9,9,0,0.1115702479338843,0.9,3.0,Singer/Rapper,34,New York,United States,Derek Hough,5
8,Shawn Johnson,4,25.0,3,1st Place,999,11,999,0,0.10330578512396695,0.8333333333333334,4.0,Athlete,17,Iowa,United States,Mark Ballas,1
8,Ty Murray,4,25.0,3,Eliminated Week 10,10,10,10,0,0.10330578512396695,0.8333333333333334,4.0,Athlete,39,Arizona,United States,Chelsie Hightower,4
8,Chuck Wicks,4,22.0,3,Eliminated Week 8,8,8,8,0,0.09090909090909091,0.7333333333333333,6.0,Singer/Rapper,29,Delaware,United States,Julianne Hough,6
8,David Alan Grier,4,22.0,3,Eliminated Week 5,5,5,5,0,0.09090909090909091,0.7333333333333333,6.0,Actor/Actress,52,Michigan,United States,Kym Johnson,9
8,Lawrence Taylor,4,19.0,3,Eliminated Week 7,7,7,7,0,0.07851239669421488,0.6333333333333333,8.0,Athlete,50,Virginia,United States,Edyta Sliwinska,7
8,Holly Madison,4,16.0,3,Eliminated Week 4,4,4,4,1,0.06611570247933884,0.5333333333333333,9.0,TV Personality,30,Oregon,United States,Dmitry Chaplin,11
8,Steve-O,4,15.0,3,Eliminated Week 6,6,6,6,0,0.06198347107438017,0.5,10.0,TV Personality,34,,England,Lacey Schwimmer,8
8,Steve Wozniak,4,12.0,3,Eliminated Week 4,4,4,4,1,0.049586776859504134,0.4,11.0,Entrepreneur,58,California,United States,Karina Smirnoff,10
8,Gilles Marini,5,29.0,3,2nd Place,999,11,999,0,0.1380952380952381,0.9666666666666667,1.0,Actor/Actress,33,,France,Cheryl Burke,2
8,Lil' Kim,5,26.0,3,Eliminated Week 9,9,9,9,0,0.12380952380952381,0.8666666666666667,2.0,Singer/Rapper,34,New York,United States,Derek Hough,5
8,Shawn Johnson,5,26.0,3,1st Place,999,11,999,0,0.12380952380952381,0.8666666666666667,2.0,Athlete,17,Iowa,United States,Mark Ballas,1
8,Melissa Rycroft,5,25.0,3,3rd Place,999,11,999,0,0.11904761904761904,0.8333333333333334,4.0,TV Personality,26,Texas,United States,Tony Dovolani,3
8,Chuck Wicks,5,23.0,3,Eliminated Week 8,8,8,8,0,0.10952380952380952,0.7666666666666667,5.0,Singer/Rapper,29,Delaware,United States,Julianne Hough,6
8,David Alan Grier,5,22.0,3,Eliminated Week 5,5,5,5,1,0.10476190476190476,0.7333333333333333,6.0,Actor/Actress,52,Michigan,United States,Kym Johnson,9
8,Ty Murray,5,21.0,3,Eliminated Week 10,10,10,10,0,0.1,0.7,7.0,Athlete,39,Arizona,United States,Chelsie Hightower,4
8,Lawrence Taylor,5,20.0,3,Eliminated Week 7,7,7,7,0,0.09523809523809523,0.6666666666666666,8.0,Athlete,50,Virginia,United States,Edyta Sliwinska,7
8,Steve-O,5,18.0,3,Eliminated Week 6,6,6,6,0,0.08571428571428572,0.6,9.0,TV Personality,34,,England,Lacey Schwimmer,8
8,Lil' Kim,6,28.0,3,Eliminated Week 9,9,9,9,0,0.15053763440860216,0.9333333333333333,1.0,Singer/Rapper,34,New York,United States,Derek Hough,5
8,Melissa Rycroft,6,27.0,3,3rd Place,999,11,999,0,0.14516129032258066,0.9,2.0,TV Personality,26,Texas,United States,Tony Dovolani,3
