season,celebrity_name,celebrity_industry,industry_group,age,age_bucket,celebrity_homecountry_region,celebrity_homestate,is_us,ballroom_partner,avg_score_rate,avg_voting_rate,base_popularity,placement,season_size,placement_encoded,pro_strength,age_young,age_mid,age_senior,indgrp_Athletic,indgrp_Performance,indgrp_Media,indgrp_Other
12,Kendra Wilkinson,TV Personality,Media,25,young,United States,California,1,Louis van Amstel,0.7041666666666666,0.06260138947445491,0.0484047308534033,6,11,0.5454545454545454,0.5684428409210787,1,0,0,0,0,1,0
12,Kirstie Alley,Actor/Actress,Performance,60,senior,United States,Kansas,1,Maksim Chmerkoskiy,0.7966663333333333,0.24789246284498034,0.24673350816129508,2,11,0.9090909090909091,0.7335803208570171,0,0,1,0,1,0,0
12,Mike Catherwood,Radio Personality,Media,32,mid,United States,California,1,Lacey Schwimmer,0.5,0.004571649750774,9.262216091417738e-05,11,11,0.09090909090909094,0.6024439452637469,0,1,0,0,0,1,0
12,Petra Nemcova,Model,Performance,31,mid,Czechoslovakia,,0,Dmitry Chaplin,0.7066666666666667,0.027735139180530975,0.0098357815443971,8,11,0.36363636363636365,0.620430885915805,0,1,0,0,1,0,0
12,Ralph Macchio,Actor/Actress,Performance,49,mid,United States,New York,1,Karina Smirnoff,0.7731481481481481,0.1396538000733658,0.1308852434728587,4,11,0.7272727272727273,0.6247749615162423,0,1,0,0,1,0,0
12,Romeo,Singer/Rapper,Performance,21,young,United States,Louisiana,1,Chelsie Hightower,0.78125,0.08071724014232766,0.0647058306045358,5,11,0.6363636363636364,0.586374427822983,1,0,0,0,1,0,0
12,Sugar Ray Leonard,Athlete,Athletic,54,mid,United States,North Carolina,1,Anna Trebunskaya,0.625,0.02150196280580863,0.0073262962932596,9,11,0.2727272727272727,0.5093750394883365,0,1,0,1,0,0,0
12,Wendy Williams,TV Personality,Media,46,mid,United States,New Jersey,1,Tony Dovolani,0.5111111111111111,0.0191948686756648,0.0060133185740439,10,11,0.18181818181818177,0.5490135348123275,0,1,0,0,0,1,0
13,Carson Kressley,TV Personality,Media,41,mid,United States,Pennsylvania,1,Anna Trebunskaya,0.6466666666666667,0.04490711929147127,0.0317824453347268,8,12,0.41666666666666663,0.5093750394883365,0,1,0,0,0,1,0
13,Chaz Bono,TV Personality,Media,42,mid,United States,California,1,Lacey Schwimmer,0.6277777777777778,0.059965998613237786,0.0489687368589298,7,12,0.5,0.6024439452637469,0,1,0,0,0,1,0
13,Chynna Phillips,Singer/Rapper,Performance,43,mid,United States,California,1,Tony Dovolani,0.75,0.024252530028942523,0.0070206760835738,9,12,0.33333333333333337,0.5490135348123275,0,1,0,0,1,0,0
13,David Arquette,Actor/Actress,Performance,40,mid,United States,Virginia,1,Kym Johnson,0.7357142857142858,0.0566508701574004,0.0408520337795279,6,12,0.5833333333333333,0.6535080209879351,0,1,0,0,1,0,0
13,Elisabetta Canalis,Actor/Actress,Performance,33,mid,Italy,,0,Valentin Chmerkovskiy,0.6,0.012699117435929448,0.0035344221513658,11,12,0.16666666666666663,0.826236567961457,0,1,0,0,1,0,0
13,Hope Solo,Athlete,Athletic,30,mid,United States,Washington,1,Maksim Chmerkoskiy,0.7685177777777779,0.12445212030091783,0.1131846190973946,4,12,0.75,0.7335803208570171,0,1,0,1,0,0,0
13,J.R. Martinez,Actor/Actress,Performance,28,young,United States,Louisiana,1,Karina Smirnoff,0.8772216666666667,0.29292892443514523,0.2881883065713355,1,12,1.0,0.6247749615162423,1,0,0,0,1,0,0
13,Kristin Cavallari,TV Personality,Media,24,young,United States,Colorado,1,Mark Ballas,0.7222222222222222,0.0171038054825069,0.0022365865764631,10,12,0.25,0.8159248600498087,1,0,0,0,0,1,0
13,Metta World Peace (Ron),Athlete,Athletic,31,mid,United States,New York,1,Peta Murgatroyd,0.4666666666666667,0.0057429896413581,9.124255572651907e-05,12,12,0.08333333333333337,0.5846705579339349,0,1,0,1,0,0,0
13,Nancy Grace,TV Personality,Media,51,mid,United States,Georgia,1,Tristan MacManus,0.7041666666666666,0.08932808089702686,0.0775884516114435,5,12,0.6666666666666667,0.3728328764375568,0,1,0,0,0,1,0
13,Ricki Lake,Actor/Actress,Performance,42,mid,United States,New York,1,Derek Hough,0.886666,0.1804313554572188,0.1669248730052866,3,12,0.8333333333333334,1.0,0,1,0,0,1,0,0
13,Rob Kardashian,TV Personality,Media,24,young,United States,California,1,Cheryl Burke,0.8127766666666666,0.22713530308767851,0.2196276063742256,2,12,0.9166666666666666,0.7217516093455022,1,0,0,0,0,1,0
14,Donald Driver,Athlete,Athletic,37,mid,United States,Texas,1,Peta Murgatroyd,0.9038883333333333,0.29961754635401905,0.3013359850614086,1,12,1.0,0.5846705579339349,0,1,0,1,0,0,0
14,Gavin DeGraw,Singer/Rapper,Performance,35,mid,United States,New York,1,Karina Smirnoff,0.7133333333333333,0.02716058973272637,0.0131038286259958,9,12,0.33333333333333337,0.6247749615162423,0,1,0,0,1,0,0
14,Gladys Knight,Singer/Rapper,Performance,67,senior,United States,Georgia,1,Tristan MacManus,0.7333333333333334,0.04154935021170214,0.0300804967745127,8,12,0.41666666666666663,0.3728328764375568,0,0,1,0,1,0,0
14,Jack Wagner,Actor/Actress,Performance,52,mid,United States,Missouri,1,Anna Trebunskaya,0.7555555555555555,0.0111456239937495,0.0007907261812081,11,12,0.16666666666666663,0.5093750394883365,0,1,0,0,1,0,0
14,Jaleel White,Actor/Actress,Performance,35,mid,United States,California,1,Kym Johnson,0.8642847619047619,0.038047479240053084,0.021765712652903,7,12,0.5,0.6535080209879351,0,1,0,0,1,0,0
14,Katherine Jenkins,Singer/Rapper,Performance,31,mid,Wales,,0,Mark Ballas,0.9516663333333334,0.23462073562610083,0.22999755577386952,2,12,0.9166666666666666,0.8159248600498087,0,1,0,0,1,0,0
14,Maria Menounos,TV Personality,Media,33,mid,United States,Massachusetts,1,Derek Hough,0.8907403703703705,0.10158914360695694,0.087786561177107,4,12,0.75,1.0,0,1,0,0,0,1,0
14,Martina Navratilova,Athlete,Athletic,55,mid,Czechoslovakia,,0,Tony Dovolani,0.6166666666666667,0.0064364817569286,9.24738584472568e-05,12,12,0.08333333333333337,0.5490135348123275,0,1,0,1,0,0,0
14,Melissa Gilbert,Actor/Actress,Performance,47,mid,United States,California,1,Maksim Chmerkoskiy,0.7749999999999999,0.07842836174883565,0.0684341717960016,5,12,0.6666666666666667,0.7335803208570171,0,1,0,0,1,0,0
14,Roshon Fegan,Actor/Actress,Performance,20,young,United States,California,1,Chelsie Hightower,0.8666658333333334,0.07728418591537424,0.0645670010029477,6,12,0.5833333333333333,0.586374427822983,1,0,0,0,1,0,0
14,Sherri Sheperd,Actor/Actress,Performance,44,mid,United States,Illinois,1,Valentin Chmerkovskiy,0.7583333333333333,0.019818724926586366,0.0061881885409482,10,12,0.25,0.826236567961457,0,1,0,0,1,0,0
14,William Levy,Actor/Actress,Performance,31,mid,Cuba,,0,Cheryl Burke,0.9255553333333333,0.18403295441331866,0.1758572985546501,3,12,0.8333333333333334,0.7217516093455022,0,1,0,0,1,0,0
15,Apolo Anton Ohno,Athlete,Athletic,30,mid,United States,Washington,1,Karina Smirnoff,0.9148655555555556,0.0931090038497886,0.0815712275265413,5,13,0.6923076923076923,0.6247749615162423,0,1,0,1,0,0,0
15,Bristol Palin,TV Personality,Media,21,young,United States,Alaska,1,Mark Ballas,0.7,0.0367941894387721,0.0252255497523574,9,13,0.3846153846153846,0.8159248600498087,1,0,0,0,0,1,0
15,Drew Lachey,Singer/Rapper,Performance,36,mid,United States,Ohio,1,Anna Trebunskaya,0.7555555555555555,0.020568143230667833,0.006392106512702801,11,13,0.23076923076923073,0.5093750394883365,0,1,0,0,1,0,0
15,Emmitt Smith,Athlete,Athletic,43,mid,United States,Florida,1,Cheryl Burke,0.9039085185185185,0.09442368508213513,0.0835562097717641,4,13,0.7692307692307692,0.7217516093455022,0,1,0,1,0,0,0
15,Gilles Marini,Actor/Actress,Performance,36,mid,France,,0,Peta Murgatroyd,0.9298020833333334,0.06661036552293863,0.0532321735631955,6,13,0.6153846153846154,0.5846705579339349,0,1,0,0,1,0,0
15,Helio Castroneves,Racing Driver,Athletic,37,mid,Brazil,,0,Chelsie Hightower,0.7777777777777778,0.026717158996021003,0.012600053726847102,10,13,0.3076923076923077,0.586374427822983,0,1,0,1,0,0,0
15,Joey Fatone,Singer/Rapper,Performance,35,mid,United States,New York,1,Kym Johnson,0.7166666666666667,0.01046475741560935,0.0009033668039634,12,13,0.15384615384615385,0.6535080209879351,0,1,0,0,1,0,0
15,Kelly Monaco,Actor/Actress,Performance,36,mid,United States,Pennsylvania,1,Valentin Chmerkovskiy,0.906434,0.1664407465694264,0.1587043736537835,3,13,0.8461538461538461,0.826236567961457,0,1,0,0,1,0,0
15,Kirstie Alley,Actor/Actress,Performance,61,senior,United States,Kansas,1,Maksim Chmerkoskiy,0.80729125,0.06744212110772847,0.0574648201888227,7,13,0.5384615384615384,0.7335803208570171,0,0,1,0,1,0,0
15,Melissa Rycroft,TV Personality,Media,29,young,United States,Texas,1,Tony Dovolani,0.9470356666666667,0.2889474404434664,0.2894574425367389,1,13,1.0,0.5490135348123275,1,0,0,0,0,1,0
15,Pamela Anderson,Model,Performance,45,mid,Canada,,0,Tristan MacManus,0.5666666666666667,0.0057517141562274,9.178968317219064e-05,13,13,0.07692307692307687,0.3728328764375568,0,1,0,0,1,0,0
15,Sabrina Bryan,Actor/Actress,Performance,28,young,United States,California,1,Louis van Amstel,0.8881944444444444,0.03022222750376178,0.0138003617130822,8,13,0.46153846153846156,0.5684428409210787,1,0,0,0,1,0,0
15,Shawn Johnson,Athlete,Athletic,20,young,United States,Iowa,1,Derek Hough,0.945508,0.2216282163309975,0.2170005245670282,2,13,0.9230769230769231,1.0,1,0,0,1,0,0,0
16,Alexandra Raisman,Athlete,Athletic,18,young,United States,Massachusetts,1,Mark Ballas,0.8816666666666666,0.1361823555259147,0.1252990894807737,4,12,0.75,0.8159248600498087,1,0,0,1,0,0,0
16,Andy Dick,Comedian,Performance,47,mid,United States,South Carolina,1,Sharna Burgess,0.6309523809523808,0.061922288884357184,0.0537185781412147,7,12,0.5,0.6695487120850966,0,1,0,0,1,0,0
16,D. L. Hughley,Comedian,Performance,50,mid,United States,Virginia,1,Cheryl Burke,0.5533333333333333,0.0261211861100367,0.0142367758811491,9,12,0.33333333333333337,0.7217516093455022,0,1,0,0,1,0,0
16,Dorothy Hamill,Athlete,Athletic,56,senior,United States,Illinois,1,Tristan MacManus,0.6,0.0049087792779169,9.349701033469682e-05,12,12,0.08333333333333337,0.3728328764375568,0,0,1,1,0,0,0
16,Ingo Rademacher,Actor/Actress,Performance,41,mid,Germany,,0,Kym Johnson,0.75,0.09819063529688467,0.0890464729303945,5,12,0.6666666666666667,0.6535080209879351,0,1,0,0,1,0,0
16,Jacoby Jones,Athlete,Athletic,28,young,United States,Louisiana,1,Karina Smirnoff,0.839999,0.17636032410771196,0.1710141647827835,3,12,0.8333333333333334,0.6247749615162423,1,0,0,1,0,0,0
16,Kellie Pickler,Singer/Rapper,Performance,26,young,United States,North Carolina,1,Derek Hough,0.8916666666666668,0.25873849654500913,0.2584272172493148,1,12,1.0,1.0,1,0,0,0,1,0,0
16,Lisa Vanderpump,TV Personality,Media,52,mid,England,,0,Gleb Savchenko,0.625,0.015434426230089266,0.0021314070835899,10,12,0.25,0.552924442363673,0,1,0,0,0,1,0
16,Sean Lowe,TV Personality,Media,29,young,United States,Texas,1,Peta Murgatroyd,0.7166666666666667,0.07000848991014173,0.0594972132543318,6,12,0.5833333333333333,0.5846705579339349,1,0,0,0,0,1,0
16,Victor Ortiz,Athlete,Athletic,26,young,United States,Kansas,1,Lindsay Arnold,0.6555555555555556,0.03794681399519552,0.0258219485607003,8,12,0.41666666666666663,0.7257961963607469,1,0,0,1,0,0,0
16,Wynonna Judd,Singer/Rapper,Performance,48,mid,United States,Kentucky,1,Tony Dovolani,0.5666666666666667,0.01164926820930245,0.0008504242616009,11,12,0.16666666666666663,0.5490135348123275,0,1,0,0,1,0,0
16,Zendaya,Actor/Actress,Performance,16,young,United States,California,1,Valentin Chmerkovskiy,0.9099993333333334,0.2047357511707948,0.1998632113638117,2,12,0.9166666666666666,0.826236567961457,1,0,0,0,1,0,0
17,Amber Riley,Actor/Actress,Performance,27,young,United States,California,1,Derek Hough,0.9210851515151515,0.24077555843763138,0.2403350369519073,1,12,1.0,1.0,1,0,0,0,1,0,0
17,Bill Engvall,Comedian,Performance,56,senior,United States,Texas,1,Emma Slater,0.7575751515151515,0.16582956962877965,0.1651293484772493,4,12,0.75,0.5208732950627016,0,0,1,0,1,0,0
17,Bill Nye,TV Personality,Media,57,senior,United States,Washington D.C.,1,Tyne Stecklein,0.5222222222222223,0.01958556196005165,0.0095603549912034,11,12,0.16666666666666663,0.1522941330295966,0,0,1,0,0,1,0
17,Brant Daugherty,Actor/Actress,Performance,28,young,United States,Ohio,1,Peta Murgatroyd,0.8604166666666667,0.04902595871486692,0.0335943188954158,7,12,0.5,0.5846705579339349,1,0,0,0,1,0,0
17,Christina Milian,Singer/Rapper,Performance,31,mid,United States,New Jersey,1,Mark Ballas,0.8333333333333334,0.021217001420865775,0.0048208821394046,9,12,0.33333333333333337,0.8159248600498087,0,1,0,0,1,0,0
17,Corbin Bleu,Actor/Actress,Performance,24,young,United States,New York,1,Karina Smirnoff,0.9220948484848485,0.19721259907463431,0.1919704565817561,2,12,0.9166666666666666,0.6247749615162423,1,0,0,0,1,0,0
17,Elizabeth Berkley Lauren,Actor/Actress,Performance,39,mid,United States,Michigan,1,Valentin Chmerkovskiy,0.8851844444444444,0.07302818228947221,0.05945074328854269,6,12,0.5833333333333333,0.826236567961457,0,1,0,0,1,0,0
17,Jack Osbourne,TV Personality,Media,27,young,England,,0,Cheryl Burke,0.8700748484848485,0.17217848727263496,0.1667814779897421,3,12,0.8333333333333334,0.7217516093455022,1,0,0,0,0,1,0
17,Keyshawn Johnson,Athlete,Athletic,41,mid,United States,California,1,Sharna Burgess,0.5833333333333333,0.0048375555165649,9.337240517503064e-05,12,12,0.08333333333333337,0.6695487120850966,0,1,0,1,0,0,0
17,Leah Remini,Actor/Actress,Performance,43,mid,United States,New York,1,Tony Dovolani,0.8295830000000001,0.10351517757397369,0.0939315122429226,5,12,0.6666666666666667,0.5490135348123275,0,1,0,0,1,0,0
17,"Nicole ""Snooki"" Polizzi",TV Personality,Media,25,young,Chile,,0,Sasha Farber,0.8380952380952381,0.03534210919399162,0.0197386775850942,8,12,0.41666666666666663,0.7664535496666708,1,0,0,0,0,1,0
17,Valerie Harper,Actor/Actress,Performance,74,senior,United States,New York,1,Tristan MacManus,0.6166666666666667,0.025657463426497166,0.0145938184515864,10,12,0.25,0.3728328764375568,0,0,1,0,1,0,0
18,Amy Purdy,Athlete,Athletic,34,mid,United States,Nevada,1,Derek Hough,0.9126386666666667,0.21052556695389968,0.20105856630544577,2,12,0.9166666666666666,1.0,0,1,0,1,0,0,0
18,Billy Dee Williams,Actor/Actress,Performance,76,senior,United States,New York,1,Emma Slater,0.5,0.009950737526712,9.142516189282234e-05,10,12,0.25,0.5208732950627016,0,0,1,0,1,0,0
18,Candace Cameron Bure,Actor/Actress,Performance,37,mid,United States,California,1,Mark Ballas,0.8299993333333333,0.1953156355474661,0.1895373133517008,3,12,0.8333333333333334,0.8159248600498087,0,1,0,0,1,0,0
18,Charlie White,Athlete,Athletic,26,young,United States,Michigan,1,Sharna Burgess,0.9023148148148148,0.09373620921499759,0.0773528950325011,5,12,0.6666666666666667,0.6695487120850966,1,0,0,1,0,0,0
18,Cody Simpson,Singer/Rapper,Performance,17,young,Australia,,0,Witney Carson,0.7933333333333333,0.014931599932008849,0.0007435221678151,9,12,0.33333333333333337,0.779750486949806,1,0,0,0,1,0,0
18,Danica McKellar,Actor/Actress,Performance,39,mid,United States,California,1,Valentin Chmerkovskiy,0.878125,0.06205002703661324,0.0434771313257726,6,12,0.5833333333333333,0.826236567961457,0,1,0,0,1,0,0
18,Diana Nyad,Athlete,Athletic,64,senior,United States,New York,1,Henry Byalikov,0.6,,0.0161252609611797,12,12,0.08333333333333337,0.18322405159742775,0,0,1,1,0,0,0
18,Drew Carey,Comedian,Performance,55,mid,United States,Ohio,1,Cheryl Burke,0.7458333333333332,0.04035820650638553,0.0255300884515875,8,12,0.41666666666666663,0.7217516093455022,0,1,0,0,1,0,0
18,James Maslow,Actor/Actress,Performance,23,young,United States,New York,1,Peta Murgatroyd,0.8875,0.14320607420270054,0.1298304867753859,4,12,0.75,0.5846705579339349,1,0,0,0,1,0,0
18,Meryl Davis,Athlete,Athletic,27,young,United States,Michigan,1,Maksim Chmerkoskiy,0.9358333333333334,0.2719585408851724,0.2671989708492578,1,12,1.0,0.7335803208570171,1,0,0,1,0,0,0
18,NeNe Leakes,TV Personality,Media,46,mid,United States,New York,1,Tony Dovolani,0.7892857142857144,0.04683050670537825,0.030548085971876898,7,12,0.5,0.5490135348123275,0,1,0,0,0,1,0
18,Sean Avery,Athlete,Athletic,33,mid,Canada,,0,Karina Smirnoff,0.6833333333333333,0.0320813026708745,0.0185062536455837,11,12,0.16666666666666663,0.6247749615162423,0,1,0,1,0,0,0
19,Alfonso Ribeiro,Actor/Actress,Performance,42,mid,United States,New York,1,Witney Carson,0.9181818181818181,0.24247727837529115,0.2387084905872903,1,13,1.0,0.779750486949806,0,1,0,0,1,0,0
19,Antonio Sabato Jr.,Actor/Actress,Performance,42,mid,Italy,,0,Cheryl Burke,0.7125,0.046553448482169864,0.0347457296669801,8,13,0.46153846153846156,0.7217516093455022,0,1,0,0,1,0,0
19,Bethany Mota,Social Media Personality,Media,18,young,United States,California,1,Derek Hough,0.9011363636363636,0.13453571233695807,0.12308280385665692,4,13,0.7692307692307692,1.0,1,0,0,0,0,1,0
19,Betsey Johnson,Fashion Designer,Performance,72,senior,United States,Connecticut,1,Tony Dovolani,0.6625,0.026335986444001525,0.0148668934349044,10,13,0.3076923076923077,0.5490135348123275,0,0,1,0,1,0,0
19,Janel Parrish,Actor/Actress,Performance,25,young,United States,Hawaii,1,Valentin Chmerkovskiy,0.9045449999999999,0.16322872149402592,0.1541448018841132,3,13,0.8461538461538461,0.826236567961457,1,0,0,0,1,0,0
19,Jonathan Bennett,Actor/Actress,Performance,33,mid,United States,Ohio,1,Allison Holker,0.7166666666666667,0.034968389233629014,0.021840308198564,9,13,0.3846153846153846,0.6600841636224362,0,1,0,0,1,0,0
19,Lea Thompson,Actor/Actress,Performance,53,mid,United States,Minnesota,1,Artem Chigvintsev,0.8472222222222222,0.06317051686580366,0.0486391277346043,6,13,0.6153846153846154,0.6206547665735898,0,1,0,0,1,0,0
19,Lolo Jones,Athlete,Athletic,32,mid,United States,Iowa,1,Keo Motsepe,0.55,0.005033680913709,9.200706266464676e-05,13,13,0.07692307692307687,0.36152267554028206,0,1,0,1,0,0,0
19,Michael Waltrip,Racing Driver,Athletic,51,mid,United States,Kentucky,1,Emma Slater,0.640625,0.06619725370276344,0.0586011752692503,7,13,0.5384615384615384,0.5208732950627016,0,1,0,1,0,0,0
19,Randy Couture,Athlete,Athletic,51,mid,United States,Washington,1,Karina Smirnoff,0.7083333333333334,0.01894113321183777,0.0059499725273131,11,13,0.23076923076923073,0.6247749615162423,0,1,0,1,0,0,0
19,Sadie Robertson,TV Personality,Media,17,young,United States,Louisiana,1,Mark Ballas,0.8791663636363637,0.19613143333507263,0.1906336836103371,2,13,0.9230769230769231,0.8159248600498087,1,0,0,0,0,1,0
19,Tavis Smiley,Radio Personality,Media,50,mid,United States,Mississippi,1,Sharna Burgess,0.7124999999999999,0.01059969035236885,0.0004975030333757,12,13,0.15384615384615385,0.6695487120850966,0,1,0,0,0,1,0
19,Tommy Chong,Comedian,Performance,76,senior,Canada,,0,Peta Murgatroyd,0.7162499999999999,0.11388450996106836,0.1081975031339453,5,13,0.6923076923076923,0.5846705579339349,0,0,1,0,1,0,0
20,Charlotte McKinney,Model,Performance,21,young,United States,Florida,1,Keo Motsepe,0.5833333333333334,0.025638069285916353,0.0142638095568781,11,12,0.16666666666666663,0.36152267554028206,1,0,0,0,1,0,0
20,Chris Soules,TV Personality,Media,33,mid,United States,Iowa,1,Witney Carson,0.709375,0.08986456765204312,0.0798001615496373,5,12,0.6666666666666667,0.779750486949806,0,1,0,0,0,1,0
20,Michael Sam,Athlete,Athletic,25,young,United States,Texas,1,Peta Murgatroyd,0.675,0.025324516301966967,0.0121672277469346,10,12,0.25,0.5846705579339349,1,0,0,1,0,0,0
20,Nastia Liukin,Athlete,Athletic,25,young,Russia,,0,Derek Hough,0.9097222222222222,0.09386263041198603,0.0758810024484947,4,12,0.75,1.0,1,0,0,1,0,0,0
20,Noah Galloway,Motivational Speaker,Media,33,mid,United States,Alabama,1,Sharna Burgess,0.8012499999999999,0.19046735808401793,0.1819599803533959,3,12,0.8333333333333334,0.6695487120850966,0,1,0,0,0,1,0
20,Patti LaBelle,Singer/Rapper,Performance,70,senior,United States,Pennsylvania,1,Artem Chigvintsev,0.6916666666666668,0.04200821029843236,0.0276653458276547,8,12,0.41666666666666663,0.6206547665735898,0,0,1,0,1,0,0
20,Redfoo,Singer/Rapper,Performance,39,mid,United States,California,1,Emma Slater,0.6625000000000001,0.0038779198104762,9.045855543319928e-05,12,12,0.08333333333333337,0.5208732950627016,0,1,0,0,1,0,0
20,Riker Lynch,Actor/Actress,Performance,23,young,United States,Colorado,1,Allison Holker,0.9075,0.2210073423157372,0.2102268689336813,2,12,0.9166666666666666,0.6600841636224362,1,0,0,0,1,0,0
20,Robert Herjavec,Entrepreneur,Other,52,mid,Croatia,,0,Kym Johnson,0.7453125,0.0891529272925607,0.078674431243931,6,12,0.5833333333333333,0.6535080209879351,0,1,0,0,0,0,1
20,Rumer Willis,Actor/Actress,Performance,26,young,United States,Kentucky,1,Valentin Chmerkovskiy,0.90625,0.28824652632347675,0.2815885755425887,1,12,1.0,0.826236567961457,1,0,0,0,1,0,0
20,Suzanne Somers,Actor/Actress,Performance,68,senior,United States,California,1,Tony Dovolani,0.6699999999999999,0.033288308947665046,0.0196396922395515,9,12,0.33333333333333337,0.5490135348123275,0,0,1,0,1,0,0
20,Willow Shields,Actor/Actress,Performance,14,young,United States,New Mexico,1,Mark Ballas,0.8482142857142857,0.037360592835294394,0.018042446001818296,7,12,0.5,0.8159248600498087,1,0,0,0,1,0,0
21,Alek Skarlatos,Military,Athletic,22,young,United States,California,1,Lindsay Arnold,0.8212118181818181,0.17374677296859772,0.1710169471063013,3,13,0.8461538461538461,0.7257961963607469,1,0,0,1,0,0,0
21,Alexa PenaVega,Actor/Actress,Performance,27,young,United States,Florida,1,Mark Ballas,0.8518511111111111,0.10129024793188697,0.0922823799075783,6,13,0.6153846153846154,0.8159248600498087,1,0,0,0,1,0,0
21,Andy Grammer,Singer/Rapper,Performance,31,mid,United States,California,1,Allison Holker,0.8197908333333334,0.05236448611070962,0.0375750541312708,7,13,0.5384615384615384,0.6600841636224362,0,1,0,0,1,0,0
21,Bindi Irwin,TV Personality,Media,17,young,Australia,,0,Derek Hough,0.9280303030303031,0.26631176200684514,0.2665680187822808,1,13,1.0,1.0,1,0,0,0,0,1,0
21,Carlos PenaVega,Actor/Actress,Performance,26,young,United States,Missouri,1,Witney Carson,0.8999993939393939,0.12143462414365183,0.1097707084937615,4,13,0.7692307692307692,0.779750486949806,1,0,0,0,1,0,0
21,Chaka Khan,Singer/Rapper,Performance,62,senior,United States,Illinois,1,Keo Motsepe,0.4666666666666667,0.0065038007806639,9.29260636174904e-05,13,13,0.07692307692307687,0.36152267554028206,0,0,1,0,1,0,0
21,Gary Busey,Actor/Actress,Performance,71,senior,United States,Texas,1,Anna Trebunskaya,0.5520833333333334,0.01431108150594235,0.0037572530032885,10,13,0.3076923076923077,0.5093750394883365,0,0,1,0,1,0,0
21,Hayes Grier,Social Media Personality,Media,15,young,United States,North Carolina,1,Emma Slater,0.7976190476190476,0.0268905321136465,0.009435971358474,8,13,0.46153846153846156,0.5208732950627016,1,0,0,0,0,1,0
21,Kim Zolciak-Biermann,TV Personality,Media,37,mid,United States,Florida,1,Tony Dovolani,0.5083333333333333,0.0224526515693273,0.0106973797060407,11,13,0.23076923076923073,0.5490135348123275,0,1,0,0,0,1,0
21,Nick Carter,Singer/Rapper,Performance,35,mid,United States,New York,1,Sharna Burgess,0.9106060606060606,0.20378945877358384,0.199372371558968,2,13,0.9230769230769231,0.6695487120850966,0,1,0,0,1,0,0
21,Paula Deen,TV Personality,Media,68,senior,United States,Georgia,1,Louis van Amstel,0.5777777777777778,0.02603065386447417,0.0156578351728527,9,13,0.3846153846153846,0.5684428409210787,0,0,1,0,0,1,0
21,Tamar Braxton,Singer/Rapper,Performance,38,mid,United States,Maryland,1,Valentin Chmerkovskiy,0.8537037037037037,0.0845849178163695,0.0721243615045271,5,13,0.6923076923076923,0.826236567961457,0,1,0,0,1,0,0
21,Victor Espinoza,Athlete,Athletic,43,mid,Mexico,,0,Karina Smirnoff,0.5583333333333333,0.0227155442982803,0.0116487932110385,12,13,0.15384615384615385,0.6247749615162423,0,1,0,1,0,0,0
22,Antonio Brown,Athlete,Athletic,27,young,United States,Florida,1,Sharna Burgess,0.7898148148148149,0.10227916894802165,0.0919451390397364,5,12,0.6666666666666667,0.6695487120850966,1,0,0,1,0,0,0
22,Doug Flutie,Athlete,Athletic,53,mid,United States,Maryland,1,Karina Smirnoff,0.6388888888888888,0.0348776417098423,0.0220160783379417,9,12,0.33333333333333337,0.6247749615162423,0,1,0,1,0,0,0
22,Geraldo Rivera,Journalist,Media,72,senior,United States,New York,1,Edyta Sliwinska,0.4333333333333333,0.005552498440666,9.249860401053242e-05,12,12,0.08333333333333337,0.4724139819835949,0,0,1,0,0,1,0
22,Ginger Zee,News Anchor,Media,35,mid,United States,California,1,Valentin Chmerkovskiy,0.8461106666666666,0.17351161998061082,0.166082299160396,3,12,0.8333333333333334,0.826236567961457,0,1,0,0,0,1,0
22,Jodie Sweetin,Actor/Actress,Performance,34,mid,United States,California,1,Keo Motsepe,0.7958333333333334,0.05167026752523087,0.036702668874558,6,12,0.5833333333333333,0.36152267554028206,0,1,0,0,1,0,0
22,Kim Fields,Actor/Actress,Performance,46,mid,United States,New York,1,Sasha Farber,0.7428571428571429,0.04512898503318604,0.0315317508958774,8,12,0.41666666666666663,0.7664535496666708,0,1,0,0,1,0,0
22,Marla Maples,TV Personality,Media,52,mid,United States,Georgia,1,Tony Dovolani,0.6916666666666667,0.016752964953613298,0.0030335849179278,10,12,0.25,0.5490135348123275,0,1,0,0,0,1,0
22,Mischa Barton,Actor/Actress,Performance,30,mid,England,,0,Artem Chigvintsev,0.5444444444444444,0.0124310473305698,0.0024194007777349,11,12,0.16666666666666663,0.6206547665735898,0,1,0,0,1,0,0
22,Nyle DiMarco,Model,Performance,26,young,United States,New York,1,Peta Murgatroyd,0.8691660000000001,0.29529072407806717,0.2977588877607411,1,12,1.0,0.5846705579339349,1,0,0,0,1,0,0
22,Paige VanZant,Athlete,Athletic,22,young,United States,Oregon,1,Mark Ballas,0.869722,0.2199490182512966,0.21454527795938078,2,12,0.9166666666666666,0.8159248600498087,1,0,0,1,0,0,0
22,Von Miller,Athlete,Athletic,27,young,United States,Texas,1,Witney Carson,0.7464285714285713,0.0450719745442874,0.0316332934603045,7,12,0.5,0.779750486949806,1,0,0,1,0,0,0
22,Wanya Morris,Singer/Rapper,Performance,42,mid,United States,Pennsylvania,1,Lindsay Arnold,0.8564814814814815,0.11326063729189707,0.1022391202113903,4,12,0.75,0.7257961963607469,0,1,0,0,1,0,0
